name,slug,nationality,countryCode,club,league,position,positionGroup,birthDate,heightCm,preferredFoot,active,popularity,imageUrl,clubLogoUrl
Thierno Baldé,thierno-balde,France,FR,ES Troyes AC,LIGUE_1,Defender,DEFENDER,2002-06-10,,,true,50,,https://crests.football-data.org/531.png
Lucas Maronnier,lucas-maronnier,France,FR,ES Troyes AC,LIGUE_1,Defender,DEFENDER,2000-03-09,,,true,50,,https://crests.football-data.org/531.png
Michel Diaz,michel-diaz,France,FR,ES Troyes AC,LIGUE_1,Defender,DEFENDER,2003-07-23,,,true,50,,https://crests.football-data.org/531.png
Yvann Titi,yvann-titi,France,FR,ES Troyes AC,LIGUE_1,Defender,DEFENDER,2006-05-05,,,true,50,,https://crests.football-data.org/531.png
Sankhoun Diawara,sankhoun-diawara-1,France,FR,ES Troyes AC,LIGUE_1,Defender,DEFENDER,2006-01-13,,,true,50,,https://crests.football-data.org/531.png
Tom Akpakoun,tom-akpakoun,France,FR,ES Troyes AC,LIGUE_1,Defender,DEFENDER,2005-04-22,,,true,50,,https://crests.football-data.org/531.png
Anis Ouzenadji,anis-ouzenadji,France,FR,ES Troyes AC,LIGUE_1,Defender,DEFENDER,2006-11-04,,,true,50,,https://crests.football-data.org/531.png
Alexandre Phliponeau,alexandre-phliponeau,France,FR,ES Troyes AC,LIGUE_1,Midfielder,MIDFIELDER,2000-01-26,,,true,50,,https://crests.football-data.org/531.png
Iron Gomis,iron-gomis,France,FR,ES Troyes AC,LIGUE_1,Midfielder,MIDFIELDER,1999-11-08,,,true,50,,https://crests.football-data.org/531.png
Antoine Mille,antoine-mille,France,FR,ES Troyes AC,LIGUE_1,Midfielder,MIDFIELDER,1997-08-14,,,true,50,,https://crests.football-data.org/531.png
Mouhamed Diop,mouhamed-diop,Senegal,SN,ES Troyes AC,LIGUE_1,Midfielder,MIDFIELDER,2000-09-30,,,true,50,,https://crests.football-data.org/531.png
Hugo Picard,hugo-picard,France,FR,ES Troyes AC,LIGUE_1,Midfielder,MIDFIELDER,2003-05-09,,,true,50,,https://crests.football-data.org/531.png
Roman Murcy,roman-murcy,France,FR,ES Troyes AC,LIGUE_1,Midfielder,MIDFIELDER,2006-02-23,,,true,50,,https://crests.football-data.org/531.png
Renaud Ripart,renaud-ripart,France,FR,ES Troyes AC,LIGUE_1,Forward,FORWARD,1993-03-14,,,true,50,,https://crests.football-data.org/531.png
Kandet Diawara,kandet-diawara,Guinea,GN,ES Troyes AC,LIGUE_1,Forward,FORWARD,2000-02-10,,,true,50,,https://crests.football-data.org/531.png
Ibrahim Traoré,ibrahim-traore,France,FR,ES Troyes AC,LIGUE_1,Forward,FORWARD,2006-03-12,,,true,50,,https://crests.football-data.org/531.png
Merwan Ifnaoui,merwan-ifnaoui,France,FR,ES Troyes AC,LIGUE_1,Forward,FORWARD,1998-10-22,,,true,50,,https://crests.football-data.org/531.png
Amadou Diakite,amadou-diakite,France,FR,ES Troyes AC,LIGUE_1,Forward,FORWARD,2005-05-31,,,true,50,,https://crests.football-data.org/531.png
Elijah Olaniyi Odede,elijah-olaniyi-odede,Nigeria,NG,ES Troyes AC,LIGUE_1,Forward,FORWARD,2007-01-12,,,true,50,,https://crests.football-data.org/531.png
Anthony Lopes,anthony-lopes,Portugal,PT,Angers SCO,LIGUE_1,Goalkeeper,GOALKEEPER,1990-10-01,,,true,50,,https://crests.football-data.org/532.png
Melvin Zinga,melvin-zinga,France,FR,Angers SCO,LIGUE_1,Goalkeeper,GOALKEEPER,2002-03-16,,,true,50,,https://crests.football-data.org/532.png
Oumar Pona,oumar-pona,Mali,ML,Angers SCO,LIGUE_1,Goalkeeper,GOALKEEPER,2006-06-21,,,true,50,,https://crests.football-data.org/532.png
Carlens Arcus,carlens-arcus,Haiti,HT,Angers SCO,LIGUE_1,Defender,DEFENDER,1996-06-28,,,true,50,,https://crests.football-data.org/532.png
Jordan Lefort,jordan-lefort,France,FR,Angers SCO,LIGUE_1,Defender,DEFENDER,1993-08-09,,,true,50,,https://crests.football-data.org/532.png
Ousman Camara,ousman-camara,France,FR,Angers SCO,LIGUE_1,Defender,DEFENDER,2003-03-06,,,true,50,,https://crests.football-data.org/532.png
Jacques Ekomie,jacques-ekomie,Gabon,GA,Angers SCO,LIGUE_1,Defender,DEFENDER,2003-08-19,,,true,50,,https://crests.football-data.org/532.png
Emmanuel Biumla,emmanuel-biumla,France,FR,Angers SCO,LIGUE_1,Defender,DEFENDER,2005-05-08,,,true,50,,https://crests.football-data.org/532.png
Lilian Rao-Lisoa,lilian-rao-lisoa,France,FR,Angers SCO,LIGUE_1,Defender,DEFENDER,2000-06-16,,,true,50,,https://crests.football-data.org/532.png
Joseph Kalulu,joseph-kalulu,France,FR,Angers SCO,LIGUE_1,Defender,DEFENDER,2004-11-29,,,true,50,,https://crests.football-data.org/532.png
Marius Louãr,marius-louar,France,FR,Angers SCO,LIGUE_1,Defender,DEFENDER,2007-03-11,,,true,50,,https://crests.football-data.org/532.png
Dan Sinaté,dan-sinate,France,FR,Angers SCO,LIGUE_1,Defender,DEFENDER,2006-06-09,,,true,50,,https://crests.football-data.org/532.png
Haris Belkebla,haris-belkebla,Algeria,DZ,Angers SCO,LIGUE_1,Midfielder,MIDFIELDER,1994-01-28,,,true,50,,https://crests.football-data.org/532.png
Branco van den Boomen,branco-van-den-boomen,Netherlands,NL,Angers SCO,LIGUE_1,Midfielder,MIDFIELDER,1995-07-21,,,true,50,,https://crests.football-data.org/532.png
Louis Mouton,louis-mouton,France,FR,Angers SCO,LIGUE_1,Midfielder,MIDFIELDER,2002-06-03,,,true,50,,https://crests.football-data.org/532.png
Yassin Belkhdim,yassin-belkhdim,Morocco,MA,Angers SCO,LIGUE_1,Midfielder,MIDFIELDER,2002-02-14,,,true,50,,https://crests.football-data.org/532.png
Marius Courcoul,marius-courcoul,France,FR,Angers SCO,LIGUE_1,Midfielder,MIDFIELDER,2007-01-01,,,true,50,,https://crests.football-data.org/532.png
Jim Allevinah,jim-allevinah,Gabon,GA,Angers SCO,LIGUE_1,Forward,FORWARD,1995-02-27,,,true,50,,https://crests.football-data.org/532.png
Amine El Ouazzani,amine-el-ouazzani,France,FR,Angers SCO,LIGUE_1,Forward,FORWARD,2001-07-15,,,true,50,,https://crests.football-data.org/532.png
Mamadou Usman Simbakoli,mamadou-usman-simbakoli,Central African Republic,CF,Angers SCO,LIGUE_1,Forward,FORWARD,2001-04-19,,,true,50,,https://crests.football-data.org/532.png
Amine Sbaï,amine-sbai,France,FR,Angers SCO,LIGUE_1,Forward,FORWARD,2000-11-05,,,true,50,,https://crests.football-data.org/532.png
Anthony Bermont,anthony-bermont,France,FR,Angers SCO,LIGUE_1,Forward,FORWARD,2005-02-10,,,true,50,,https://crests.football-data.org/532.png
Prosper Peter,prosper-peter,Nigeria,NG,Angers SCO,LIGUE_1,Forward,FORWARD,2007-08-09,,,true,50,,https://crests.football-data.org/532.png
Harouna Djibirin,harouna-djibirin,Cameroon,CM,Angers SCO,LIGUE_1,Forward,FORWARD,2006-11-05,,,true,50,,https://crests.football-data.org/532.png
Mory Diaw,mory-diaw,Senegal,SN,Le Havre AC,LIGUE_1,Goalkeeper,GOALKEEPER,1993-06-22,,,true,50,,https://crests.football-data.org/533.png
Lionel Mpasi,lionel-mpasi,Congo DR,CD,Le Havre AC,LIGUE_1,Goalkeeper,GOALKEEPER,1994-08-01,,,true,50,,https://crests.football-data.org/533.png
Paul Argney,paul-argney,France,FR,Le Havre AC,LIGUE_1,Goalkeeper,GOALKEEPER,2006-05-23,,,true,50,,https://crests.football-data.org/533.png
Vincent Sasso,vincent-sasso,France,FR,Le Havre AC,LIGUE_1,Defender,DEFENDER,1991-02-16,,,true,50,,https://crests.football-data.org/533.png
Ayumu Seko,ayumu-seko,Japan,JP,Le Havre AC,LIGUE_1,Defender,DEFENDER,2000-06-07,,,true,50,,https://crests.football-data.org/533.png
Timothee Pembele,timothee-pembele-1,France,FR,Le Havre AC,LIGUE_1,Defender,DEFENDER,2002-09-09,,,true,50,,https://crests.football-data.org/533.png
Fodé Doucouré,fode-doucoure,Mali,ML,Le Havre AC,LIGUE_1,Defender,DEFENDER,2001-02-03,,,true,50,,https://crests.football-data.org/533.png
Yanis Zouaoui,yanis-zouaoui,France,FR,Le Havre AC,LIGUE_1,Defender,DEFENDER,1998-04-20,,,true,50,,https://crests.football-data.org/533.png
Stephan Zagadou,stephan-zagadou,France,FR,Le Havre AC,LIGUE_1,Defender,DEFENDER,2008-10-24,,,true,50,,https://crests.football-data.org/533.png
Enzo Koffi,enzo-koffi,France,FR,Le Havre AC,LIGUE_1,Defender,DEFENDER,2006-03-04,,,true,50,,https://crests.football-data.org/533.png
Kaito Mizuta,kaito-mizuta,Japan,JP,Le Havre AC,LIGUE_1,Midfielder,MIDFIELDER,2000-04-08,,,true,50,,https://crests.football-data.org/533.png
Amir Richardson,amir-richardson,Morocco,MA,Le Havre AC,LIGUE_1,Midfielder,MIDFIELDER,2002-01-24,,,true,50,,https://crests.football-data.org/533.png
Rassoul N'Diaye,rassoul-n-diaye,France,FR,Le Havre AC,LIGUE_1,Midfielder,MIDFIELDER,2001-12-11,,,true,50,,https://crests.football-data.org/533.png
Junior Mwanga,junior-mwanga,France,FR,Le Havre AC,LIGUE_1,Midfielder,MIDFIELDER,2003-05-11,,,true,50,,https://crests.football-data.org/533.png
Simon Ebonog,simon-ebonog,France,FR,Le Havre AC,LIGUE_1,Midfielder,MIDFIELDER,2004-08-16,,,true,50,,https://crests.football-data.org/533.png
Makrane Bentoumi,makrane-bentoumi,France,FR,Le Havre AC,LIGUE_1,Midfielder,MIDFIELDER,2005-11-16,,,true,50,,https://crests.football-data.org/533.png
Ismail Bouneb,ismail-bouneb,France,FR,Le Havre AC,LIGUE_1,Midfielder,MIDFIELDER,2006-06-07,,,true,50,,https://crests.football-data.org/533.png
Daren Mosengo,daren-mosengo,France,FR,Le Havre AC,LIGUE_1,Midfielder,MIDFIELDER,2006-08-11,,,true,50,,https://crests.football-data.org/533.png
Guy Zohouri,guy-zohouri,Ivory Coast,CI,Le Havre AC,LIGUE_1,Midfielder,MIDFIELDER,2007-02-01,,,true,50,,https://crests.football-data.org/533.png
Josh Maja,josh-maja,Nigeria,NG,Le Havre AC,LIGUE_1,Forward,FORWARD,1998-12-27,,,true,50,,https://crests.football-data.org/533.png
Mbwana Samatta,mbwana-samatta,Tanzania,TZ,Le Havre AC,LIGUE_1,Forward,FORWARD,1992-12-13,,,true,50,,https://crests.football-data.org/533.png
Godson Kyeremeh,godson-kyeremeh,France,FR,Le Havre AC,LIGUE_1,Forward,FORWARD,2000-06-14,,,true,50,,https://crests.football-data.org/533.png
Felix Mambimbi,felix-mambimbi,Switzerland,CH,Le Havre AC,LIGUE_1,Forward,FORWARD,2001-01-18,,,true,50,,https://crests.football-data.org/533.png
Andy Logbo,andy-logbo,France,FR,Le Havre AC,LIGUE_1,Forward,FORWARD,2004-05-06,,,true,50,,https://crests.football-data.org/533.png
Noam Obougou,noam-obougou,France,FR,Le Havre AC,LIGUE_1,Forward,FORWARD,2006-03-15,,,true,50,,https://crests.football-data.org/533.png
Joan Tincres,joan-tincres,France,FR,Le Havre AC,LIGUE_1,Forward,FORWARD,2006-06-17,,,true,50,,https://crests.football-data.org/533.png
Sota Nakamura,sota-nakamura,Japan,JP,Le Havre AC,LIGUE_1,Forward,FORWARD,2002-10-15,,,true,50,,https://crests.football-data.org/533.png
Nicolas Kocik,nicolas-kocik,France,FR,Le Mans FC,LIGUE_1,Goalkeeper,GOALKEEPER,1998-08-04,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Ewan Hatfout,ewan-hatfout,France,FR,Le Mans FC,LIGUE_1,Goalkeeper,GOALKEEPER,2000-04-01,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Augustin Delbecque,augustin-delbecque,France,FR,Le Mans FC,LIGUE_1,Goalkeeper,GOALKEEPER,2002-02-03,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Lucas Buadés,lucas-buades,France,FR,Le Mans FC,LIGUE_1,Defender,DEFENDER,1997-12-28,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Samuel Yohou,samuel-yohou,France,FR,Le Mans FC,LIGUE_1,Defender,DEFENDER,1991-08-06,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Djibril Sidibé,djibril-sidibe,France,FR,Le Mans FC,LIGUE_1,Defender,DEFENDER,1992-07-29,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Yasser Larouci,yasser-larouci,Algeria,DZ,Le Mans FC,LIGUE_1,Defender,DEFENDER,2001-01-01,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Raúl Torrente,raul-torrente,Spain,ES,Le Mans FC,LIGUE_1,Defender,DEFENDER,2001-09-11,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Harold Voyer,harold-voyer,Martinique,XX,Le Mans FC,LIGUE_1,Defender,DEFENDER,1997-03-26,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Lucas Calodat,lucas-calodat,France,FR,Le Mans FC,LIGUE_1,Defender,DEFENDER,2002-02-06,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Rayan Bamba,rayan-bamba-1,France,FR,Le Mans FC,LIGUE_1,Defender,DEFENDER,2004-05-14,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Théo Eyoum,theo-eyoum,France,FR,Le Mans FC,LIGUE_1,Defender,DEFENDER,2002-01-07,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Noa Boisse,noa-boisse,France,FR,Le Mans FC,LIGUE_1,Defender,DEFENDER,2006-01-20,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Edwin Quarshie,edwin-quarshie,France,FR,Le Mans FC,LIGUE_1,Midfielder,MIDFIELDER,1995-10-25,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Alexandre Lauray,alexandre-lauray,France,FR,Le Mans FC,LIGUE_1,Midfielder,MIDFIELDER,1997-03-18,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Jean Vercruysse,jean-vercruysse,France,FR,Le Mans FC,LIGUE_1,Midfielder,MIDFIELDER,2000-07-03,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Milan Robin,milan-robin,France,FR,Le Mans FC,LIGUE_1,Midfielder,MIDFIELDER,1999-11-24,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Martin Rossignol,martin-rossignol,France,FR,Le Mans FC,LIGUE_1,Midfielder,MIDFIELDER,2003-11-03,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Lucas Bretelle,lucas-bretelle,France,FR,Le Mans FC,LIGUE_1,Midfielder,MIDFIELDER,2002-04-17,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Adil Bourabaa,adil-bourabaa,Algeria,DZ,Le Mans FC,LIGUE_1,Midfielder,MIDFIELDER,2005-03-09,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Antoine Rabillard,antoine-rabillard,France,FR,Le Mans FC,LIGUE_1,Forward,FORWARD,1995-09-22,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Dame Guèye,dame-gueye,Senegal,SN,Le Mans FC,LIGUE_1,Forward,FORWARD,1995-08-12,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Louis Mafouta,louis-mafouta,Central African Republic,CF,Le Mans FC,LIGUE_1,Forward,FORWARD,1994-07-02,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Erwan Colas,erwan-colas,France,FR,Le Mans FC,LIGUE_1,Forward,FORWARD,1997-04-22,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Bilal Brahimi,bilal-brahimi,France,FR,Le Mans FC,LIGUE_1,Forward,FORWARD,2000-03-14,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Enzo Vagner,enzo-vagner,Brazil,BR,Le Mans FC,LIGUE_1,Forward,FORWARD,2006-07-28,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
William Harhouz,william-harhouz,France,FR,Le Mans FC,LIGUE_1,Forward,FORWARD,1999-12-30,,,true,50,,https://upload.wikimedia.org/wikipedia/en/5/57/Le_Mans_FC_logo.svg
Hervé Koffi,herve-koffi,Burkina Faso,BF,Racing Club de Lens,LIGUE_1,Goalkeeper,GOALKEEPER,1996-10-16,,,true,50,,https://crests.football-data.org/546.png
Mathieu Gorgelin,mathieu-gorgelin,France,FR,Racing Club de Lens,LIGUE_1,Goalkeeper,GOALKEEPER,1990-08-05,,,true,50,,https://crests.football-data.org/546.png
Régis Gurtner,regis-gurtner,France,FR,Racing Club de Lens,LIGUE_1,Goalkeeper,GOALKEEPER,1986-12-08,,,true,50,,https://crests.football-data.org/546.png
Robin Risser,robin-risser,France,FR,Racing Club de Lens,LIGUE_1,Goalkeeper,GOALKEEPER,2004-12-02,,,true,50,,https://crests.football-data.org/546.png
Ilan Jourdren,ilan-jourdren,France,FR,Racing Club de Lens,LIGUE_1,Goalkeeper,GOALKEEPER,2008-07-17,,,true,50,,https://crests.football-data.org/546.png
Jonathan Gradit,jonathan-gradit,France,FR,Racing Club de Lens,LIGUE_1,Defender,DEFENDER,1992-11-24,,,true,50,,https://crests.football-data.org/546.png
Ruben Aguilar,ruben-aguilar,France,FR,Racing Club de Lens,LIGUE_1,Defender,DEFENDER,1993-04-26,,,true,50,,https://crests.football-data.org/546.png
Matthieu Udol,matthieu-udol,France,FR,Racing Club de Lens,LIGUE_1,Defender,DEFENDER,1996-03-20,,,true,50,,https://crests.football-data.org/546.png
Maik Nawrocki,maik-nawrocki,Poland,PL,Racing Club de Lens,LIGUE_1,Defender,DEFENDER,2001-02-07,,,true,50,,https://crests.football-data.org/546.png
Saud Abdulhamid,saud-abdulhamid,Saudi Arabia,SA,Racing Club de Lens,LIGUE_1,Defender,DEFENDER,1999-07-18,,,true,50,,https://crests.football-data.org/546.png
Jhoanner Chavez,jhoanner-chavez,Ecuador,EC,Racing Club de Lens,LIGUE_1,Defender,DEFENDER,2002-04-25,,,true,50,,https://crests.football-data.org/546.png
Samson Baidoo,samson-baidoo,Austria,AT,Racing Club de Lens,LIGUE_1,Defender,DEFENDER,2004-03-31,,,true,50,,https://crests.football-data.org/546.png
Pierre Ganiou,pierre-ganiou,France,FR,Racing Club de Lens,LIGUE_1,Defender,DEFENDER,2005-03-14,,,true,50,,https://crests.football-data.org/546.png
Nidal Čelik,nidal-celik,Bosnia-Herzegovina,BA,Racing Club de Lens,LIGUE_1,Defender,DEFENDER,2006-07-17,,,true,50,,https://crests.football-data.org/546.png
Kyllian Antonio,kyllian-antonio,France,FR,Racing Club de Lens,LIGUE_1,Defender,DEFENDER,2008-01-04,,,true,50,,https://crests.football-data.org/546.png
Souleymane Sagnan,souleymane-sagnan,Mali,ML,Racing Club de Lens,LIGUE_1,Defender,DEFENDER,2006-05-06,,,true,50,,https://crests.football-data.org/546.png
Thorgan Hazard,thorgan-hazard,Belgium,BE,Racing Club de Lens,LIGUE_1,Midfielder,MIDFIELDER,1993-03-29,,,true,50,,https://crests.football-data.org/546.png
Mickaël Cuisance,mickael-cuisance,France,FR,Racing Club de Lens,LIGUE_1,Midfielder,MIDFIELDER,1999-08-16,,,true,50,,https://crests.football-data.org/546.png
Amadou Haïdara,amadou-haidara,Mali,ML,Racing Club de Lens,LIGUE_1,Midfielder,MIDFIELDER,1998-01-31,,,true,50,,https://crests.football-data.org/546.png
Mamadou Sangare,mamadou-sangare-1,Mali,ML,Racing Club de Lens,LIGUE_1,Midfielder,MIDFIELDER,2002-06-26,,,true,50,,https://crests.football-data.org/546.png
Alpha Diallo,alpha-diallo,France,FR,Racing Club de Lens,LIGUE_1,Midfielder,MIDFIELDER,2006-02-25,,,true,50,,https://crests.football-data.org/546.png
Yacine Titraoui,yacine-titraoui,Algeria,DZ,Racing Club de Lens,LIGUE_1,Midfielder,MIDFIELDER,2003-07-26,,,true,50,,https://crests.football-data.org/546.png
Andrija Bulatović,andrija-bulatovic,Montenegro,ME,Racing Club de Lens,LIGUE_1,Midfielder,MIDFIELDER,2006-12-27,,,true,50,,https://crests.football-data.org/546.png
Mezian Soares,mezian-soares,Portugal,PT,Racing Club de Lens,LIGUE_1,Midfielder,MIDFIELDER,2009-11-08,,,true,50,,https://crests.football-data.org/546.png
Florian Thauvin,florian-thauvin,France,FR,Racing Club de Lens,LIGUE_1,Forward,FORWARD,1993-01-26,,,true,50,,https://crests.football-data.org/546.png
Odsonne Edouard,odsonne-edouard,France,FR,Racing Club de Lens,LIGUE_1,Forward,FORWARD,1998-01-16,,,true,50,,https://crests.football-data.org/546.png
Florian Sotoca,florian-sotoca,France,FR,Racing Club de Lens,LIGUE_1,Forward,FORWARD,1990-10-25,,,true,50,,https://crests.football-data.org/546.png
Michał Skóraś,micha-skoras,Poland,PL,Racing Club de Lens,LIGUE_1,Forward,FORWARD,2000-02-15,,,true,50,,https://crests.football-data.org/546.png
Abdallah Sima,abdallah-sima,Senegal,SN,Racing Club de Lens,LIGUE_1,Forward,FORWARD,2001-06-17,,,true,50,,https://crests.football-data.org/546.png
Franjo Ivanovic,franjo-ivanovic,Austria,AT,Racing Club de Lens,LIGUE_1,Forward,FORWARD,2003-10-01,,,true,50,,https://crests.football-data.org/546.png
Rémy Labeau Lascary,remy-labeau-lascary-1,Guadeloupe,XX,Racing Club de Lens,LIGUE_1,Forward,FORWARD,2003-03-03,,,true,50,,https://crests.football-data.org/546.png
Gabin Capuano,gabin-capuano,France,FR,Racing Club de Lens,LIGUE_1,Forward,FORWARD,2006-04-26,,,true,50,,https://crests.football-data.org/546.png
Rayan Fofana,rayan-fofana,France,FR,Racing Club de Lens,LIGUE_1,Forward,FORWARD,2006-02-12,,,true,50,,https://crests.football-data.org/546.png
Erawan Garnier,erawan-garnier,Thailand,TH,Racing Club de Lens,LIGUE_1,Forward,FORWARD,2006-01-05,,,true,50,,https://crests.football-data.org/546.png
Lukáš Hrádecký,lukas-hradecky,Finland,FI,AS Monaco FC,LIGUE_1,Goalkeeper,GOALKEEPER,1989-11-24,,,true,50,,https://crests.football-data.org/548.png
Philipp Köhn,philipp-kohn,Switzerland,CH,AS Monaco FC,LIGUE_1,Goalkeeper,GOALKEEPER,1998-04-02,,,true,50,,https://crests.football-data.org/548.png
Yann Lienard,yann-lienard,France,FR,AS Monaco FC,LIGUE_1,Goalkeeper,GOALKEEPER,2003-03-16,,,true,50,,https://crests.football-data.org/548.png
Eric Dier,eric-dier,England,GB,AS Monaco FC,LIGUE_1,Defender,DEFENDER,1994-01-15,,,true,50,,https://crests.football-data.org/548.png
Thilo Kehrer,thilo-kehrer,Germany,DE,AS Monaco FC,LIGUE_1,Defender,DEFENDER,1996-09-21,,,true,50,,https://crests.football-data.org/548.png
Jordan Teze,jordan-teze,Netherlands,NL,AS Monaco FC,LIGUE_1,Defender,DEFENDER,1999-09-30,,,true,50,,https://crests.football-data.org/548.png
Mohammed Salisu,mohammed-salisu,Ghana,GH,AS Monaco FC,LIGUE_1,Defender,DEFENDER,1999-04-17,,,true,50,,https://crests.football-data.org/548.png
Vanderson,vanderson,Brazil,BR,AS Monaco FC,LIGUE_1,Defender,DEFENDER,2001-06-21,,,true,50,,https://crests.football-data.org/548.png
Flávio Nazinho,flavio-nazinho,Portugal,PT,AS Monaco FC,LIGUE_1,Defender,DEFENDER,2003-07-20,,,true,50,,https://crests.football-data.org/548.png
Christian Mawissa,christian-mawissa,France,FR,AS Monaco FC,LIGUE_1,Defender,DEFENDER,2005-04-18,,,true,50,,https://crests.football-data.org/548.png
